1girl,單個女孩
biting_own_lip,咬自己嘴唇
train,火車
you_gonna_get_raped,你要被強姦了
lamia,拉彌亞
text_background,文本背景
beak,鳥喙
paper_bag,紙袋
pink_leotard,粉色緊身衣
still_life,靜物
multiple_belts,多個腰帶
floor,地板
father_and_son,父子
duck,鴨子
framed_breasts,鑲框胸部
shotgun,霰彈槍
orange_sky,橙色的天空
sideless_outfit,無側裝
flip-flops,人字拖
bandaid_on_cheek,面頰上的創可貼
wizard_hat,魔法師帽子
middle_finger,豎中指
too_many,太多
holding_pokemon,抱著寶可夢
hand_under_clothes,手在衣服下
rooftop,屋頂
cage,籠子
aran_sweater,阿蘭毛衣
sushi,壽司
goth_fashion,哥特時尚
banana,香蕉
w_arms,W形手臂
single_detached_sleeve,單個分離袖
scar_on_nose,鼻子上的疤痕
harpy,鷲女
irrumatio,插入口交
smokestack,煙囪
fighting,爭鬥
taur,人獸
constellation,星座
cat_ear_headphones,貓耳耳機
employee_uniform,員工制服
uchiwa,團扇
plaid_dress,格子連衣裙
radio_antenna,無線電天線
pizza,比薩
sheep,綿羊
tomoe_(symbol),巴形符號
quad_tails,四馬尾
prosthetic_arm,假肢
chewing_gum,口香糖
lemon,檸檬
black_armor,黑色盔甲
tomato,番茄
lineup,排隊
jacket_partially_removed,外套半脫
asymmetrical_footwear,不對稱鞋類
red_sash,紅色腰帶
lifebuoy,救生圈
vertical-striped_dress,豎條紋連衣裙
orange_nails,橙色指甲
needle,針
leopard_print,豹紋
rose_print,玫瑰印花
costume,服裝
green_gemstone,綠色寶石
energy_sword,能量劍
wrench,扳手
gloom_(expression),陰鬱_(表情)
drum,鼓
paint_splatter,漆飛濺
suction_cups,吸盤
sode,袖
lying_on_person,躺在別人身上
afloat,漂浮
bandage_over_one_eye,單眼繃帶
hair_tucking,掖頭髮
sheep_ears,綿羊耳朵
contrail,飛機尾跡
rubber_duck,小黃鴨
arms_under_breasts,胸下舉臂
arms_around_neck,雙臂環繞頸部
on_grass,在草地上
seagull,海鷗
breast_curtains,乳幕
character_profile,角色簡介
unworn_bra,未穿文胸
transformation,變身
upright_straddle,正面騎乘
purple_bodysuit,紫色緊身衣
pussy_juice_trail,陰道分泌物痕跡
holding_another's_arm,握住他人的手臂
ribbed_shirt,條紋襯衫
finger_gun,手槍手勢
milestone_celebration,里程碑慶祝
blue_pantyhose,藍色連褲襪
spacesuit,宇航服
staring,凝視
sandwich,三明治
pumps,高跟鞋
animal_feet,動物腳
deepthroat,深喉
two-tone_skirt,雙彩裙
diagonal_bangs,斜劉海
swimsuit_aside,泳裝移開
wing_hair_ornament,翅膀發飾
cowlick,翹發
green_cape,綠色披風
pussy_juice_stain,陰液污漬
spread_toes,張開的腳趾
perky_breasts,挺拔胸部
median_furrow,中央脊溝
maid_bikini,女僕比基尼
vegetable,蔬菜
hands_on_another's_face,雙手放在他人臉上
map,地圖
neon_trim,霓虹邊緣
holding_dagger,持匕首
reindeer_antlers,馴鹿角
bone_hair_ornament,骨頭發飾
tail_through_clothes,尾巴穿過衣服
green_leotard,綠色緊身連衣褲
pompadour,卷髮式髮型
huge_nipples,巨大的乳頭
cream,奶油
adjusting_swimsuit,調整泳裝
green_scarf,綠色圍巾
parfait,霜淇淋聖代
candy_apple,糖蘋果
furisode,振袖
calligraphy_brush,毛筆
presenting_armpit,展示腋下
striped_tail,條紋尾巴
;q,;q
spoken_squiggle,說話波紋
cuts,傷口
clothed_pokemon,穿衣服的寶可夢
fairy_(sao),精靈_(sao)
alternate_universe,替代宇宙
jacket_around_waist,腰間系外套
green_sweater,綠色毛衣
multiple_crossover,多重交叉
pokephilia,寶可夢戀
beer_can,啤酒罐
gloved_handjob,戴手套手交
medical_eyepatch,醫用眼罩
magazine_(weapon),彈匣_(武器)
purple_choker,紫色頸圈
swim_trunks,泳褲
banner,橫幅
stylus,觸控筆
holding_underwear,拿著內衣
obiage,帶揚
frilled_one-piece_swimsuit,荷葉邊連體泳衣
kote,小手
coattails,燕尾服
braided_hair_rings,編發環
non-humanoid_robot,非人形機器人
orange_footwear,橙色鞋類
briefcase,公事包
yellow_kimono,黃色和服
multicolored_wings,多彩翅膀
pantylines,褲線
blue_hakama,藍色袴
rectangular_eyewear,矩形眼鏡
baozi,包子
slave,奴隸
american_flag,美國國旗
skirt_suit,裙裝套裝
aqua_bowtie,水綠色領結
happy_halloween,萬聖節快樂
bleeding,出血
thinking,思考
feather_boa,羽毛圍巾
o-ring_bottom,O型圈底褲
piggyback,背人
ceiling,天花板
goggles_around_neck,脖子上的護目鏡
arm_around_waist,環抱腰部
purple_wings,紫色翅膀
american_flag_legwear,美國國旗圖案服裝
clothes_grab,揪衣服
letterman_jacket,校服夾克
breast_tattoo,胸部紋身
kogal,女高中生辣妹
mascara,睫毛膏
digital_media_player,數字媒體播放機
squirrel_ears,松鼠耳朵
collage,拼貼畫
chain_necklace,鏈條項鍊
ejaculating_while_penetrated,穿透射精
hands_on_another's_shoulders,雙手搭在他人肩上
object_namesake,名字諧音物品
miniboy,迷你男孩
single_kneehigh,單只過膝襪
ear_ribbon,耳朵緞帶
barbell_piercing,啞鈴穿孔
black_headband,黑色頭帶
finger_on_trigger,手指在扳機上
laevatein_(touhou),萊瓦汀_(東方)
green_coat,綠外套
mole_on_thigh,大腿上的痣
multiple_earrings,多個耳環
domino_mask,多米諾面具
layered_clothes,疊穿服裝
yellow_rose,黃玫瑰
purple_pants,紫色褲子
energy_gun,能量槍
single_hair_intake,單側發束
spoken_interrobang,語氣疑嘆號
sake_bottle,清酒瓶
grey_panties,灰色內褲
kanzashi,簪
wet_swimsuit,濕透的泳衣
sheep_girl,綿羊女孩
egyptian,埃及
soda_can,汽水罐
updo,盤發
pancake,煎餅
remote_control_vibrator,遙控震動器
pillarboxed,豎條箱
string_of_fate,命運之線
spotlight,聚光燈
flute,長笛
white_wrist_cuffs,白色袖口
city_lights,城市燈光
debris,碎片
figure,人偶
what,什麼
lily_pad,荷葉
binoculars,雙筒望遠鏡
toy,玩具
animal_penis,動物陰莖
spitroast,串燒
frilled_kimono,荷葉邊和服
eyepatch_bikini,眼罩比基尼
bag_charm,掛包飾品
throwing,投擲
bar_(place),酒吧
hand_on_another's_arm,手放在他人手臂上
chips_(food),薯片（食物）
fur-trimmed_hood,毛皮鑲邊的兜帽
bat_hair_ornament,蝙蝠發飾
diagonal-striped_clothes,斜紋條紋衣服
goggles_on_headwear,頭飾上戴護目鏡
burn_scar,燒傷疤痕
sparkle_background,閃耀背景
big_belly,大肚子
hand_on_another's_chest,手放在別人的胸前
horned_headwear,角狀頭飾
neck_tattoo,頸部紋身
paradis_military_uniform,帕拉迪軍服
surreal,超現實主義
scowl,怒視
open_dress,敞開的連衣裙
white_scrunchie,白色發圈
left-handed,左撇子
au_ra,敖龍
capri_pants,及踝褲
talons,爪
bra_peek,露出胸罩
button_badge,胸針徽章
weibo_logo,微博標誌
hiding,藏起來
frying_pan,煎鍋
peeing_self,自己尿褲
rudder_footwear,船舵鞋
red_eyeliner,紅色眼線
nanamori_school_uniform,七森中學制服
cupcake,杯子蛋糕
shouji,障子
trash_can,垃圾桶
hand_on_another's_back,手放在別人背上
megaphone,擴音器
holding_drink,拿飲料
shovel,鏟子
wiffle_gag,空心球口塞
hair_tie_in_mouth,嘴裡叼著發圈
black_scrunchie,黑色發圈
subtitled,帶字幕
white_headband,白色頭帶
blue-framed_eyewear,藍框眼鏡
nightcap,睡帽
abstract_background,抽象背景
duel,決鬥
bangs_pinned_back,劉海別在後面
skates,滑冰鞋
squirrel_tail,松鼠尾
hair_twirling,繞頭髮
bird_on_head,鳥在頭上
owl,貓頭鷹
submerged,沉沒
guro,噁心
exercise,鍛煉
latin_cross,拉丁十字架
bubble_tea,珍珠奶茶
american_flag_dress,美國國旗裙
layered_bikini,疊穿比基尼
diamond_button,鑽石按鈕
print_bowtie,印花領結
black_camisole,黑色吊帶背心
trefoil,三葉草形
black_cardigan,黑色開衫
horn_bow,角上蝴蝶結
naked_sweater,裸體毛衣
mochi,麻薯
pink_apron,粉紅色圍裙
okobo,木屐
colored_pubic_hair,彩色陰毛
gas_mask,防毒面具
newspaper,報紙
green_hairband,綠色發帶
two-tone_swimsuit,雙色泳衣
grinding,磨擦
rei_no_himo,那根繩帶
yoga_pants,瑜伽褲
kindergarten_uniform,幼稚園制服
piano,鋼琴
horizontal_pupils,水準瞳孔
stained_glass,彩色玻璃
yellow_cardigan,黃色開衫
wolf_boy,狼男孩
doorway,門口
black_robe,黑色長袍
horseshoe_ornament,馬蹄鐵飾物
??,問號
prone_bone,俯臥位
rabbit_pose,兔子姿勢
hand_over_own_mouth,用手捂住自己的嘴
sidelighting,側面光
basketball_(object),籃球（物體）
green_bra,綠色胸罩
hallway,走廊
hagoromo,羽衣
writing,寫作
in_box,在盒子裡
holding_smoking_pipe,拿著煙斗
snot,鼻涕
spill,溢出
carrying_person,攙扶
tie_clip,領帶夾
speaker,揚聲器
1koma,單框漫畫
chef_hat,廚師帽
diffraction_spikes,衍射尖峰
santa_dress,聖誕裙
high-waist_shorts,高腰短褲
green_thighhighs,綠色及膝襪
uranohoshi_school_uniform,浦之星女子學院校服
orange_gloves,橙色手套
black_mask,黑色面具
heart_tattoo,心形紋身
rabbit_hood,兔子兜帽
aiming_at_viewer,瞄準觀眾
lifting_another's_clothes,提起他人衣服
four-leaf_clover,四葉草
excalibur_(fate/stay_night),誓約勝利之劍_(命運之夜)
tunic,束腰外衣
grenade,手榴彈
grey_sky,灰色的天空
magazine_cover,雜誌封面
rabbit_print,兔子印花
public_nudity,公開裸露
cum_on_stomach,精液在肚子上
japari_symbol,japari符號
crossed_ankles,腳踝交叉
purple_sleeves,紫色袖子
frogtie,青蛙綁
mechanical_parts,機械部分
dragon_print,龍印花
spider_web_print,蜘蛛網印花
sleeveless_sweater,無袖毛衣
ankle_socks,及踝襪
stuffed_cat,填充貓玩偶
shikishi,色紙
black_lips,黑色嘴唇
earbuds,耳塞
grey_socks,灰色襪子
sleepwear,睡衣
qingdai_guanmao,清代官帽
lotus,蓮花
dice,骰子
mitsudomoe_(shape),三巴形狀
hand_on_another's_hip,手放在別人臀部
goldfish,金魚
bullpup,無托槍
fox_boy,狐耳男孩
multi-tied_hair,多重束髮
medal,勳章
corruption,墮落
slime_girl,史萊姆少女
animal_ear_piercing,動物耳朵穿孔
shark_hair_ornament,鯊魚發飾
colored_tongue,有色的舌頭
leg_lock,腿鎖
rod_of_remorse,懊悔之杖
chainsaw,鏈鋸
shibari_over_clothes,衣物外繩縛
bird_girl,鳥女孩
holding_flag,舉旗
treble_clef,高音譜號
darkness,黑暗
ribbed_dress,羅紋連衣裙
watson_cross,華生式交叉
gaping,張開
flower_pot,花盆
gold_earrings,金耳環
cheese,乳酪
two-tone_bikini,兩色比基尼
lace_panties,全蕾絲內褲
tassel_hair_ornament,流蘇發飾
chained,被鎖鏈捆綁
wide_spread_legs,雙腿大開
in_tree,在樹上
bad_feet,糟糕的腳
loose_belt,松垮腰帶
on_shoulder,在肩膀上
candy_cane,拐杖糖
triangle,三角形
food_on_head,頭上有食物
mandarin_collar,立領
feather_hair,羽毛頭髮
5koma,五格漫畫
finger_to_cheek,手指觸臉
super_saiyan,超級賽亞人
2020,2020年
puckered_lips,撅嘴
soldier,士兵
sailor_bikini,水手比基尼
ramen,拉麵
striped_bra,條紋文胸
scene_reference,場景引用
orange_hairband,橙色發帶
ankle_ribbon,腳踝絲帶
nipple_rings,乳環
flower_earrings,花形耳環
riding_crop,馬鞭
profanity,褻瀆
embers,餘燼
paint,顏料
strappy_heels,帶狀高跟鞋
torn_sleeves,撕破的袖子
grey_horns,灰色的角
plum_blossoms,梅花
happy_valentine,情人節快樂
orgy,群交
bloom,泛光
plunging_neckline,深V領口
bamboo_forest,竹林
flats,平底鞋
red_pantyhose,紅色連褲襪
fluffy,蓬鬆
blue_serafuku,藍色水手服
white_cloak,白色斗篷
torn_bodysuit,撕破的緊身衣
greyscale_with_colored_background,灰度背景彩色
white_cat,白貓
crescent_earrings,新月耳環
yellow_pupils,黃色瞳孔
purple_umbrella,紫色雨傘
drill_sidelocks,螺旋鬢角
real_life_insert,現實人物插入
harem_outfit,哈倫裝
pink_scrunchie,粉紅色發圈
dusk,黃昏
hands_in_opposite_sleeves,雙手藏入對側衣袖
electric_fan,電風扇
strap_between_breasts,胸部中間的肩帶
winged_hat,帶翅帽
licking_finger,舔手指
crotch_rope,襠部綁繩
tusks,長牙
plastic_bag,塑膠袋
holding_arrow,持箭
shirt_tug,揪衣角
meiji_schoolgirl_uniform,明治女學生制服
obliques,斜肌
purple_cape,紫色披風
wa_maid,和服女僕
stethoscope,聽診器
undersized_clothes,尺寸太小的衣服
numbered,編號
shell_casing,彈殼
orange_bodysuit,橙色緊身衣
ghost_tail,幽靈尾巴
paw_shoes,爪鞋
cross_scar,十字疤
penis_grab,抓住陰莖
suspender_shorts,吊帶短褲
twitter_logo,推特標誌
see-through_dress,透視裙
eye_mask,眼罩
female_pov,女性視角
tally,記數標記
lotion,乳液
holding_controller,拿著控制器
gold_chain,金鏈
puppet,木偶
microdress,超短裙
covered_face,遮住面部
blue_cardigan,藍色開衫
clitoral_stimulation,陰蒂刺激
porkpie_hat,豬肉派帽
seashell,貝殼
breast_slip,乳房滑出
plantar_flexion,蹠屈
arm_held_back,手臂被拉
parted_hair,分開的頭髮
clitoral_hood,陰蒂包皮
squirrel_girl,松鼠女孩
white_sports_bra,白色運動胸罩
thumb_ring,拇指環
vibrator_under_clothes,衣物下的振動器
spade_(shape),黑桃（形狀）
arm_around_neck,手臂環繞在脖子上
dot_mouth,點狀嘴
mismatched_footwear,不匹配的鞋子
come_hither,勾引
police_hat,員警帽
holding_doll,拿著玩偶
white_cardigan,白色開衫
cellphone_photo,手機照片
over-rim_eyewear,上框眼鏡
diagonal-striped_bow,斜條紋蝴蝶結
blue_fur,藍色毛皮
covering_own_eyes,遮住自己的眼睛
shower_head,花灑
flask,燒瓶
heart-shaped_pillow,心形枕頭
hanfu,漢服
small_penis,小陰莖
hugging_doll,擁抱玩偶
unworn_helmet,未佩戴頭盔
mohawk,莫霍克髮型
multi-strapped_bikini_bottom,多條帶比基尼下裝
pinching,捏
monkey_tail,猴子尾巴
ladder,梯子
shoe_dangle,鞋子晃動
energy_wings,能量翅膀
pudding,布丁
multicolored_swimsuit,多色泳衣
hand_on_another's_thigh,手放在別人的大腿上
abstract,抽象
locker_room,更衣室
wide_ponytail,寬馬尾
snowflake_hair_ornament,雪花發飾
purple_shorts,紫色短褲
smell,氣味
covered_abs,遮擋腹肌
blue_overalls,藍色工裝褲
condom_on_penis,套在陰莖上的避孕套
snowflake_print,雪花印花
head-mounted_display,頭戴顯示器
skull_and_crossbones,骷髏頭和交叉骨
sunburst,光芒四射
orange_theme,橙色主題
rubber_boots,橡膠靴
checkered_scarf,格子圍巾
reverse_upright_straddle,反向正坐跨騎
holding_sheath,拿著刀鞘
g-string,丁字褲
breastless_clothes,露胸衣服
black_apron,黑色圍裙
peeking,偷看
beard_stubble,胡茬
purple_scarf,紫色圍巾
hip_bones,髖骨
french_fries,炸薯條
mechanical_legs,機械腿
white_theme,白色主題
purple_coat,紫色外套
american_flag_bikini,美國國旗比基尼
child_on_child,兒童間互動
wedding,婚禮
striped_pants,條紋褲
jirai_kei,地雷系
black_corset,黑色束身衣
glowstick,螢光棒
yellow_scrunchie,黃色發圈
yunomi,湯吞
brown_ribbon,棕色的緞帶
moonlight,月光
stage_lights,舞臺燈光
jackal_ears,豺狼耳朵
bento,便當
evolutionary_line,進化譜系
hand_grab,握手
carpet,地毯
whistle_around_neck,脖子上的哨子
spoken_anger_vein,言語憤怒筋
cigar,雪茄
heart_in_mouth,嘴裡有心形
gae_bolg_(fate),岩葬破滅之槍 (fate)
side_cutout,側面開口
bandaged_head,包紮頭部
world_war_ii,第二次世界大戰
high_side_ponytail,高側馬尾
coffee_cup,咖啡杯
holding_basket,拿著籃子
mismatched_bikini,顏色不同的比基尼
fetal_position,胎兒姿勢
black_feathers,黑色羽毛
red_socks,紅色襪子
blue_lips,藍色嘴唇
bass_guitar,低音吉他
neck_ruff,脖子褶邊
kuromorimine_military_uniform,黑森峰女子學園軍服
orc,獸人
feather_trim,羽毛邊飾
giving,給
paddle,槳
pirate,海盜
white_nails,白色指甲
song_name,歌名
urethra,尿道
turtle_shell,龜殼
tongue_piercing,舌部穿孔
jealous,嫉妒
praying,祈禱
:i,:i
driving,駕駛
shoulder_spikes,肩部尖刺
holding_panties,拿著內褲
o-ring_choker,圈環項圈
cold,寒冷
clover_hair_ornament,三葉草發飾
evening_gown,晚禮服
scar_on_forehead,額頭上的疤痕
duffel_bag,行李袋
shared_clothes,共用服裝
pink_bodysuit,粉色連體衣
holding_leash,抓著牽引繩
gekkoukan_high_school_uniform,月光館高中的校服
panda,熊貓
alternate_legwear,替換腿部穿戴
on_lap,坐在腿上
left-to-right_manga,左到右漫畫
chinese_knot,中國結
shark,鯊魚
diamond-shaped_pupils,菱形瞳孔
long_pointy_ears,長尖耳
frilled_ribbon,荷葉邊絲帶
orange_shorts,橙色短褲
talisman,護身符
instant_loss,秒敗
broken_glass,破碎的玻璃
holding_hammer,拿著錘子
unworn_shirt,未穿的襯衫
sitting_on_desk,坐在桌子上
enpera,天使
bite_mark,咬痕
two-footed_footjob,雙腳足交
sink,水槽
cum_on_male,塗抹在男性
screaming,尖叫
torn_cape,破損的披風
sitting_on_face,坐在臉上
holding_condom,手拿安全套
keyhole,鎖孔
finger_in_another's_mouth,手指插進他人的嘴裡
bow_bikini,蝴蝶結比基尼
rubbing_eyes,揉眼睛
mouse_(computer),滑鼠 (電腦)
cooperative_fellatio,協同口交
fashion,時尚
matching_outfits,搭配服裝
anime_coloring,動漫上色
orange_kimono,橙色和服
red_armband,紅袖章
strangling,掐脖子
flame-tipped_tail,火焰尾尖
string_of_flags,串旗
strapless_shirt,無肩帶上衣
turning_head,轉頭
tiger_boy,老虎男孩
path,小徑
scratches,劃痕
hair_horns,頭髮製成的角
pawpads,肉墊
shaved_ice,刨冰
princess,公主
black_hakama,黑色袴
holding_sign,舉牌
soccer_ball,足球
pill,藥片
shimakaze_(kancolle)_(cosplay),島風_(艦隊Collection)_(COSPLAY)
pink_hoodie,粉色連帽衫
ice_cube,冰塊
gem_uniform_(houseki_no_kuni),寶石制服（國寶之地）
suspension,懸掛
brown_theme,棕色主題
patterned_background,圖案背景
shoulder_carry,肩膀扛人
sigh,歎氣
tombstone,墓碑
asticassia_school_uniform,阿斯緹凱西亞學校制服
puffy_detached_sleeves,膨松分離袖
aqua_dress,淺藍色連衣裙
skin_fangs,皮膚獠牙
egyptian_clothes,埃及服裝
thigh_sex,大腿性交
deer_ears,鹿耳朵
beach_towel,沙灘毛巾
uneven_gloves,不均勻手套
club_(weapon),棍棒_(武器)
medium_dress,中長裙
dirty_face,髒臉
mallet,槌
fur_coat,毛皮大衣
looking_over_eyewear,眼鏡上方目光
bodysuit_under_clothes,衣服下的緊身衣
open_shorts,開檔短褲
hand_in_another's_hair,手放在另一個人頭髮裡
foot_up,腳抬起
toothbrush,牙刷
flower_wreath,花環
clothes_in_mouth,衣服含在嘴裡
skirt_tug,拉裙子
jellyfish,水母
tailcoat,燕尾服
pink-framed_eyewear,粉紅色鏡框眼鏡
blue_apron,藍色圍裙
chest_belt,胸帶
year_of_the_tiger,虎年
red_cloak,紅色斗篷
restaurant,餐館
year_of_the_rabbit,兔年
looking_at_phone,看手機
hadanugi_dousa,脫袴動作
bandaid_on_pussy,陰部上的創可貼
lace-trimmed_dress,蕾絲裝飾連衣裙
caterpillar_tracks,履帶
stray_pubic_hair,游離陰毛
feather_earrings,羽毛耳環
holding_sack,拿著麻袋
raincoat,雨衣
quill,羽毛筆
santa_bikini,聖誕泳裝
brown_sweater_vest,棕色毛衣背心
broken_horn,斷角
laurel_crown,月桂冠
